CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.312500 1566085995.5840
MEM 16.617188 1566085995.6862
MEM 26.437500 1566085995.7884
MEM 40.617188 1566085995.8913
MEM 46.777344 1566085995.9962
MEM 51.062500 1566085996.0993
MEM 53.859375 1566085996.2028
MEM 57.593750 1566085996.3055
MEM 60.503906 1566085996.4060
MEM 65.980469 1566085996.5066
MEM 72.796875 1566085996.6079
MEM 77.484375 1566085996.7084
MEM 81.179688 1566085996.8104
MEM 117.152344 1566085996.9154
MEM 105.664062 1566085997.0173
MEM 124.628906 1566085997.1226
MEM 151.503906 1566085997.2266
MEM 135.820312 1566085997.3268
MEM 130.011719 1566085997.4321
MEM 130.046875 1566085997.5324
MEM 126.640625 1566085997.6364
MEM 135.113281 1566085997.7386
MEM 143.546875 1566085997.8436
MEM 149.222656 1566085997.9488
MEM 124.878906 1566085998.0520
MEM 125.113281 1566085998.1550
MEM 122.914062 1566085998.2593
MEM 123.074219 1566085998.3639
MEM 123.289062 1566085998.4644
MEM 123.957031 1566085998.5676
MEM 124.339844 1566085998.6699
MEM 124.500000 1566085998.7713
MEM 124.851562 1566085998.8726
MEM 125.238281 1566085998.9740
MEM 125.445312 1566085999.0792
MEM 126.082031 1566085999.1803
MEM 126.527344 1566085999.2850
MEM 126.679688 1566085999.3865
MEM 127.031250 1566085999.4877
MEM 127.410156 1566085999.5926
MEM 127.597656 1566085999.6939
MEM 127.792969 1566085999.7954
MEM 128.246094 1566085999.8977
MEM 128.648438 1566085999.9980
MEM 128.980469 1566086000.1022
MEM 129.199219 1566086000.2059
MEM 130.464844 1566086000.3073
MEM 130.902344 1566086000.4092
MEM 131.121094 1566086000.5119
MEM 132.339844 1566086000.6171
MEM 132.781250 1566086000.7191
MEM 134.042969 1566086000.8231
MEM 134.363281 1566086000.9259
MEM 134.859375 1566086001.0313
MEM 135.218750 1566086001.1315
MEM 135.367188 1566086001.2353
MEM 135.832031 1566086001.3360
MEM 136.003906 1566086001.4413
MEM 137.742188 1566086001.5424
MEM 138.117188 1566086001.6426
MEM 138.238281 1566086001.7451
MEM 138.667969 1566086001.8474
MEM 140.593750 1566086001.9500
MEM 140.804688 1566086002.0517
MEM 141.218750 1566086002.1525
MEM 141.667969 1566086002.2578
MEM 141.824219 1566086002.3583
MEM 143.855469 1566086002.4621
MEM 144.351562 1566086002.5626
MEM 144.734375 1566086002.6633
MEM 145.015625 1566086002.7685
MEM 145.070312 1566086002.8691
MEM 144.511719 1566086002.9739
MEM 144.847656 1566086003.0752
MEM 145.156250 1566086003.1766
MEM 145.250000 1566086003.2817
MEM 145.714844 1566086003.3849
MEM 146.101562 1566086003.4888
MEM 146.261719 1566086003.5920
MEM 146.343750 1566086003.6936
MEM 146.828125 1566086003.7946
MEM 147.167969 1566086003.8973
MEM 147.339844 1566086003.9979
MEM 147.851562 1566086004.1032
MEM 148.164062 1566086004.2061
MEM 148.339844 1566086004.3092
MEM 148.886719 1566086004.4139
MEM 149.203125 1566086004.5169
MEM 149.496094 1566086004.6201
