CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.308594 1578680235.9215
MEM 15.562500 1578680236.0267
MEM 26.480469 1578680236.1270
MEM 37.578125 1578680236.2291
MEM 45.781250 1578680236.3293
MEM 56.457031 1578680236.4327
MEM 64.519531 1578680236.5355
MEM 68.199219 1578680236.6359
MEM 70.312500 1578680236.7398
MEM 75.000000 1578680236.8409
MEM 77.578125 1578680236.9416
MEM 81.816406 1578680237.0431
MEM 86.937500 1578680237.1435
MEM 92.332031 1578680237.2440
MEM 97.378906 1578680237.3447
MEM 101.050781 1578680237.4452
MEM 103.609375 1578680237.5458
MEM 136.750000 1578680237.6475
MEM 130.250000 1578680237.7483
MEM 149.730469 1578680237.8536
MEM 162.964844 1578680237.9553
MEM 153.164062 1578680238.0606
MEM 152.230469 1578680238.1636
MEM 146.425781 1578680238.2689
MEM 146.480469 1578680238.3740
MEM 141.800781 1578680238.4760
MEM 142.046875 1578680238.5812
MEM 142.281250 1578680238.6863
MEM 142.500000 1578680238.7915
MEM 142.761719 1578680238.8933
MEM 143.019531 1578680238.9954
MEM 142.105469 1578680239.0994
MEM 142.335938 1578680239.2047
MEM 142.597656 1578680239.3080
MEM 142.863281 1578680239.4131
MEM 143.128906 1578680239.5136
MEM 138.082031 1578680239.6187
MEM 138.371094 1578680239.7213
MEM 156.234375 1578680239.8249
MEM 146.019531 1578680239.9302
MEM 129.273438 1578680240.0354
MEM 126.617188 1578680240.1390
MEM 126.625000 1578680240.2433
MEM 126.671875 1578680240.3474
MEM 126.707031 1578680240.4517
MEM 126.722656 1578680240.5569
MEM 132.246094 1578680240.6589
MEM 128.925781 1578680240.7592
MEM 117.500000 1578680240.8615
MEM 118.179688 1578680240.9657
MEM 119.628906 1578680241.0670
MEM 121.144531 1578680241.1709
MEM 122.621094 1578680241.2716
MEM 124.132812 1578680241.3742
MEM 125.023438 1578680241.4748
MEM 125.320312 1578680241.5785
MEM 125.628906 1578680241.6833
MEM 126.050781 1578680241.7882
MEM 126.390625 1578680241.8934
MEM 126.476562 1578680241.9986
MEM 126.816406 1578680242.1019
MEM 127.199219 1578680242.2070
MEM 127.523438 1578680242.3122
MEM 127.882812 1578680242.4173
MEM 128.257812 1578680242.5175
MEM 128.617188 1578680242.6227
MEM 128.980469 1578680242.7263
MEM 129.339844 1578680242.8315
MEM 129.679688 1578680242.9354
MEM 130.050781 1578680243.0405
MEM 130.386719 1578680243.1418
MEM 130.789062 1578680243.2469
MEM 131.156250 1578680243.3493
MEM 131.468750 1578680243.4507
MEM 131.812500 1578680243.5538
MEM 132.171875 1578680243.6546
MEM 132.566406 1578680243.7589
MEM 132.894531 1578680243.8592
MEM 133.246094 1578680243.9643
MEM 133.609375 1578680244.0678
MEM 133.964844 1578680244.1729
MEM 134.347656 1578680244.2760
MEM 134.683594 1578680244.3767
MEM 135.011719 1578680244.4815
MEM 135.328125 1578680244.5822
MEM 135.726562 1578680244.6874
MEM 136.101562 1578680244.7926
MEM 136.453125 1578680244.8966
MEM 136.796875 1578680245.0016
MEM 137.121094 1578680245.1034
MEM 137.496094 1578680245.2086
MEM 137.875000 1578680245.3125
MEM 138.226562 1578680245.4176
MEM 138.609375 1578680245.5228
MEM 139.015625 1578680245.6251
MEM 139.355469 1578680245.7290
MEM 139.746094 1578680245.8337
MEM 140.109375 1578680245.9388
MEM 140.496094 1578680246.0409
MEM 140.878906 1578680246.1411
MEM 141.214844 1578680246.2433
MEM 141.578125 1578680246.3484
MEM 141.976562 1578680246.4495
MEM 142.312500 1578680246.5547
MEM 142.671875 1578680246.6589
MEM 143.039062 1578680246.7599
MEM 143.402344 1578680246.8621
MEM 143.781250 1578680246.9672
MEM 144.144531 1578680247.0686
MEM 144.445312 1578680247.1720
MEM 144.636719 1578680247.2772
MEM 144.902344 1578680247.3776
MEM 145.250000 1578680247.4812
MEM 145.542969 1578680247.5843
MEM 145.875000 1578680247.6894
MEM 146.171875 1578680247.7924
MEM 146.484375 1578680247.8976
MEM 146.769531 1578680248.0014
MEM 147.109375 1578680248.1065
MEM 147.410156 1578680248.2104
MEM 147.750000 1578680248.3155
MEM 148.085938 1578680248.4206
MEM 148.402344 1578680248.5244
MEM 148.734375 1578680248.6262
MEM 149.054688 1578680248.7313
MEM 149.363281 1578680248.8328
MEM 149.718750 1578680248.9380
MEM 150.070312 1578680249.0431
MEM 150.417969 1578680249.1458
MEM 150.750000 1578680249.2509
MEM 151.082031 1578680249.3546
MEM 151.425781 1578680249.4598
MEM 151.718750 1578680249.5608
MEM 152.011719 1578680249.6649
MEM 152.457031 1578680249.7667
MEM 152.898438 1578680249.8719
MEM 153.488281 1578680249.9770
MEM 153.890625 1578680250.0783
MEM 154.312500 1578680250.1835
MEM 154.765625 1578680250.2864
MEM 155.195312 1578680250.3915
MEM 155.656250 1578680250.4939
MEM 156.089844 1578680250.5990
MEM 156.527344 1578680250.6999
MEM 156.957031 1578680250.8044
MEM 157.394531 1578680250.9077
MEM 157.996094 1578680251.0128
MEM 158.671875 1578680251.1180
MEM 159.351562 1578680251.2231
MEM 160.023438 1578680251.3282
MEM 160.875000 1578680251.4331
MEM 161.550781 1578680251.5383
MEM 162.218750 1578680251.6422
MEM 162.882812 1578680251.7474
MEM 163.222656 1578680251.8526
MEM 163.742188 1578680251.9577
MEM 164.414062 1578680252.0622
MEM 165.062500 1578680252.1673
MEM 165.730469 1578680252.2724
MEM 166.371094 1578680252.3733
MEM 166.996094 1578680252.4745
MEM 167.644531 1578680252.5796
