CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.312500 1567034063.7987
MEM 13.597656 1567034063.9022
MEM 22.226562 1567034064.0033
MEM 29.136719 1567034064.1037
MEM 36.621094 1567034064.2040
MEM 44.878906 1567034064.3042
MEM 49.949219 1567034064.4047
MEM 53.632812 1567034064.5091
MEM 56.187500 1567034064.6129
MEM 59.656250 1567034064.7131
MEM 65.960938 1567034064.8136
MEM 72.617188 1567034064.9137
MEM 77.398438 1567034065.0160
MEM 84.539062 1567034065.1169
MEM 109.640625 1567034065.2195
MEM 116.632812 1567034065.3225
MEM 109.183594 1567034065.4277
MEM 132.386719 1567034065.5281
MEM 131.207031 1567034065.6304
MEM 131.343750 1567034065.7353
MEM 137.414062 1567034065.8404
MEM 142.066406 1567034065.9410
MEM 121.128906 1567034066.0426
MEM 121.207031 1567034066.1477
MEM 117.062500 1567034066.2511
MEM 117.433594 1567034066.3562
MEM 117.742188 1567034066.4601
MEM 118.058594 1567034066.5612
MEM 118.347656 1567034066.6624
MEM 118.574219 1567034066.7661
MEM 118.941406 1567034066.8705
MEM 119.203125 1567034066.9713
MEM 119.457031 1567034067.0715
MEM 119.746094 1567034067.1767
MEM 120.164062 1567034067.2792
MEM 120.484375 1567034067.3794
MEM 121.316406 1567034067.4814
MEM 121.664062 1567034067.5866
MEM 122.636719 1567034067.6897
MEM 123.621094 1567034067.7949
MEM 124.019531 1567034067.9000
MEM 125.070312 1567034068.0007
MEM 125.296875 1567034068.1009
MEM 126.335938 1567034068.2061
MEM 126.625000 1567034068.3112
MEM 126.964844 1567034068.4124
MEM 128.218750 1567034068.5145
MEM 128.656250 1567034068.6160
MEM 130.000000 1567034068.7198
MEM 130.433594 1567034068.8249
MEM 130.792969 1567034068.9300
MEM 131.070312 1567034069.0335
MEM 132.742188 1567034069.1387
MEM 133.078125 1567034069.2438
MEM 133.453125 1567034069.3488
MEM 135.113281 1567034069.4540
MEM 135.609375 1567034069.5591
MEM 135.863281 1567034069.6594
MEM 136.375000 1567034069.7646
MEM 138.226562 1567034069.8671
MEM 138.574219 1567034069.9714
MEM 138.929688 1567034070.0725
MEM 139.242188 1567034070.1773
MEM 141.328125 1567034070.2825
MEM 141.636719 1567034070.3875
MEM 141.914062 1567034070.4889
MEM 142.308594 1567034070.5914
MEM 142.660156 1567034070.6948
MEM 143.003906 1567034070.7999
MEM 143.199219 1567034070.9016
MEM 143.484375 1567034071.0068
MEM 143.816406 1567034071.1114
MEM 144.144531 1567034071.2133
MEM 144.476562 1567034071.3171
MEM 144.796875 1567034071.4205
MEM 144.824219 1567034071.5244
MEM 145.082031 1567034071.6245
MEM 145.417969 1567034071.7254
MEM 145.753906 1567034071.8264
MEM 145.996094 1567034071.9315
MEM 146.250000 1567034072.0318
MEM 146.550781 1567034072.1369
MEM 146.886719 1567034072.2386
MEM 147.140625 1567034072.3414
MEM 147.492188 1567034072.4419
MEM 147.839844 1567034072.5443
MEM 148.164062 1567034072.6493
MEM 148.464844 1567034072.7517
MEM 148.808594 1567034072.8568
MEM 148.476562 1567034072.9586
MEM 157.664062 1567034073.0637
MEM 191.285156 1567034073.1681
MEM 225.843750 1567034073.2686
MEM 239.300781 1567034073.3707
MEM 248.054688 1567034073.4743
MEM 257.851562 1567034073.5780
MEM 257.851562 1567034073.6831
MEM 257.851562 1567034073.7843
MEM 257.851562 1567034073.8895
MEM 193.875000 1567034073.9924
MEM 144.175781 1567034074.0964
MEM 148.554688 1567034074.1987
MEM 153.292969 1567034074.3039
MEM 153.292969 1567034074.4090
MEM 153.292969 1567034074.5102
MEM 153.292969 1567034074.6154
MEM 153.304688 1567034074.7175
MEM 153.304688 1567034074.8198
MEM 153.304688 1567034074.9213
MEM 111.621094 1567034075.0265
MEM 116.902344 1567034075.1317
MEM 118.851562 1567034075.2368
MEM 118.917969 1567034075.3399
MEM 118.992188 1567034075.4407
MEM 119.039062 1567034075.5428
MEM 119.136719 1567034075.6439
MEM 119.160156 1567034075.7450
MEM 119.210938 1567034075.8502
MEM 119.250000 1567034075.9546
MEM 119.285156 1567034076.0549
MEM 119.324219 1567034076.1601
MEM 119.367188 1567034076.2652
MEM 119.394531 1567034076.3676
MEM 132.050781 1567034076.4712
MEM 131.175781 1567034076.5727
MEM 160.187500 1567034076.6779
MEM 177.039062 1567034076.7831
MEM 186.550781 1567034076.8870
MEM 209.296875 1567034076.9922
MEM 229.542969 1567034077.0947
MEM 254.007812 1567034077.1987
MEM 200.816406 1567034077.3039
MEM 200.816406 1567034077.4090
MEM 213.750000 1567034077.5102
MEM 240.144531 1567034077.6155
MEM 174.968750 1567034077.7190
MEM 162.804688 1567034077.8242
MEM 191.816406 1567034077.9294
MEM 199.449219 1567034078.0317
MEM 199.449219 1567034078.1366
MEM 216.308594 1567034078.2370
MEM 238.664062 1567034078.3374
MEM 266.253906 1567034078.4403
MEM 207.398438 1567034078.5450
MEM 207.398438 1567034078.6458
MEM 218.269531 1567034078.7510
MEM 253.351562 1567034078.8552
MEM 147.058594 1567034078.9603
MEM 148.382812 1567034079.0654
MEM 150.296875 1567034079.1662
MEM 150.582031 1567034079.2714
MEM 152.898438 1567034079.3765
MEM 155.144531 1567034079.4817
MEM 157.398438 1567034079.5848
MEM 159.734375 1567034079.6899
MEM 162.046875 1567034079.7951
MEM 164.335938 1567034079.9000
MEM 166.742188 1567034080.0052
MEM 160.468750 1567034080.1102
MEM 160.648438 1567034080.2140
MEM 81.960938 1567034080.3167
