CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.308594 1578681681.7590
MEM 15.406250 1578681681.8638
MEM 26.527344 1578681681.9654
MEM 38.144531 1578681682.0670
MEM 47.703125 1578681682.1692
MEM 55.621094 1578681682.2696
MEM 63.703125 1578681682.3703
MEM 67.285156 1578681682.4748
MEM 69.519531 1578681682.5754
MEM 71.062500 1578681682.6761
MEM 76.917969 1578681682.7767
MEM 80.238281 1578681682.8769
MEM 85.453125 1578681682.9774
MEM 90.921875 1578681683.0777
MEM 95.914062 1578681683.1786
MEM 100.226562 1578681683.2790
MEM 103.753906 1578681683.3792
MEM 141.402344 1578681683.4835
MEM 140.984375 1578681683.5865
MEM 131.046875 1578681683.6918
MEM 162.976562 1578681683.7920
MEM 150.367188 1578681683.8932
MEM 150.492188 1578681683.9976
MEM 150.539062 1578681684.1028
MEM 156.359375 1578681684.2059
MEM 165.886719 1578681684.3111
MEM 165.425781 1578681684.4149
MEM 153.832031 1578681684.5174
MEM 153.949219 1578681684.6205
MEM 144.816406 1578681684.7226
MEM 144.925781 1578681684.8277
MEM 145.464844 1578681684.9295
MEM 146.003906 1578681685.0297
MEM 146.226562 1578681685.1345
MEM 146.664062 1578681685.2350
MEM 146.875000 1578681685.3378
MEM 147.273438 1578681685.4379
MEM 147.628906 1578681685.5431
MEM 147.835938 1578681685.6469
MEM 148.332031 1578681685.7509
MEM 148.527344 1578681685.8535
MEM 148.972656 1578681685.9559
MEM 149.285156 1578681686.0586
MEM 149.613281 1578681686.1597
MEM 150.039062 1578681686.2650
MEM 150.199219 1578681686.3703
MEM 150.656250 1578681686.4749
MEM 151.941406 1578681686.5794
MEM 152.183594 1578681686.6834
MEM 152.656250 1578681686.7881
MEM 153.125000 1578681686.8896
MEM 153.359375 1578681686.9902
MEM 153.660156 1578681687.0904
MEM 155.207031 1578681687.1928
MEM 155.425781 1578681687.2931
MEM 155.773438 1578681687.3983
MEM 157.523438 1578681687.5017
MEM 157.894531 1578681687.6044
MEM 158.085938 1578681687.7096
MEM 159.972656 1578681687.8102
MEM 160.390625 1578681687.9115
MEM 160.496094 1578681688.0148
MEM 162.683594 1578681688.1155
MEM 163.152344 1578681688.2196
MEM 163.324219 1578681688.3247
MEM 163.730469 1578681688.4295
MEM 164.152344 1578681688.5347
MEM 166.042969 1578681688.6399
MEM 166.492188 1578681688.7446
MEM 166.894531 1578681688.8497
MEM 167.070312 1578681688.9537
MEM 167.390625 1578681689.0552
MEM 167.785156 1578681689.1603
MEM 167.960938 1578681689.2614
MEM 168.375000 1578681689.3665
MEM 168.800781 1578681689.4683
MEM 168.941406 1578681689.5721
MEM 169.125000 1578681689.6723
MEM 169.578125 1578681689.7727
MEM 169.753906 1578681689.8774
MEM 170.261719 1578681689.9827
MEM 170.429688 1578681690.0866
MEM 170.890625 1578681690.1873
MEM 171.160156 1578681690.2925
MEM 171.652344 1578681690.3977
MEM 172.000000 1578681690.5028
MEM 172.253906 1578681690.6080
MEM 172.800781 1578681690.7131
MEM 173.238281 1578681690.8183
MEM 173.410156 1578681690.9220
MEM 173.320312 1578681691.0239
MEM 173.804688 1578681691.1276
MEM 174.070312 1578681691.2327
MEM 174.355469 1578681691.3366
MEM 174.867188 1578681691.4418
MEM 175.269531 1578681691.5470
MEM 175.457031 1578681691.6478
MEM 175.984375 1578681691.7529
MEM 176.257812 1578681691.8581
MEM 176.648438 1578681691.9632
MEM 176.925781 1578681692.0684
MEM 177.269531 1578681692.1736
MEM 177.476562 1578681692.2750
MEM 177.937500 1578681692.3781
MEM 178.105469 1578681692.4833
MEM 178.656250 1578681692.5860
MEM 176.207031 1578681692.6912
MEM 176.316406 1578681692.7944
MEM 176.914062 1578681692.8996
MEM 177.429688 1578681693.0035
MEM 177.890625 1578681693.1087
MEM 178.003906 1578681693.2127
MEM 178.519531 1578681693.3152
MEM 179.046875 1578681693.4193
MEM 179.382812 1578681693.5244
MEM 179.542969 1578681693.6280
MEM 179.589844 1578681693.7282
MEM 179.953125 1578681693.8300
MEM 180.175781 1578681693.9330
MEM 180.640625 1578681694.0346
MEM 180.796875 1578681694.1352
MEM 181.253906 1578681694.2362
MEM 181.710938 1578681694.3406
MEM 181.894531 1578681694.4420
MEM 182.433594 1578681694.5459
MEM 182.503906 1578681694.6490
MEM 182.753906 1578681694.7498
MEM 182.328125 1578681694.8522
MEM 182.539062 1578681694.9549
MEM 183.023438 1578681695.0582
MEM 183.519531 1578681695.1628
MEM 183.738281 1578681695.2674
MEM 184.265625 1578681695.3682
MEM 184.523438 1578681695.4733
MEM 185.027344 1578681695.5774
MEM 185.269531 1578681695.6808
MEM 185.660156 1578681695.7815
MEM 185.738281 1578681695.8849
MEM 186.015625 1578681695.9893
MEM 186.472656 1578681696.0922
MEM 186.644531 1578681696.1974
MEM 187.175781 1578681696.2975
MEM 187.660156 1578681696.3977
MEM 187.894531 1578681696.4999
MEM 188.460938 1578681696.6024
MEM 188.925781 1578681696.7049
MEM 189.082031 1578681696.8100
MEM 189.621094 1578681696.9126
MEM 189.957031 1578681697.0150
MEM 190.304688 1578681697.1161
MEM 190.777344 1578681697.2187
MEM 191.062500 1578681697.3232
MEM 191.539062 1578681697.4283
MEM 190.511719 1578681697.5336
MEM 191.000000 1578681697.6342
MEM 191.277344 1578681697.7395
MEM 191.812500 1578681697.8429
MEM 192.031250 1578681697.9475
MEM 192.585938 1578681698.0521
MEM 193.011719 1578681698.1573
MEM 193.246094 1578681698.2613
MEM 193.785156 1578681698.3644
MEM 194.140625 1578681698.4693
MEM 194.617188 1578681698.5744
MEM 195.152344 1578681698.6776
MEM 195.425781 1578681698.7827
MEM 195.843750 1578681698.8841
MEM 196.191406 1578681698.9892
MEM 213.703125 1578681699.0931
MEM 247.273438 1578681699.1938
MEM 283.304688 1578681699.2945
MEM 322.261719 1578681699.3997
MEM 356.613281 1578681699.5006
MEM 395.167969 1578681699.6044
MEM 402.449219 1578681699.7068
MEM 402.667969 1578681699.8109
MEM 413.277344 1578681699.9138
MEM 426.585938 1578681700.0185
MEM 444.238281 1578681700.1217
MEM 444.238281 1578681700.2268
MEM 444.238281 1578681700.3309
MEM 444.238281 1578681700.4320
MEM 444.238281 1578681700.5346
MEM 444.238281 1578681700.6383
MEM 444.238281 1578681700.7433
MEM 444.238281 1578681700.8455
