CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.308594 1578676104.3265
MEM 13.625000 1578676104.4305
MEM 25.355469 1578676104.5347
MEM 37.382812 1578676104.6377
MEM 42.886719 1578676104.7415
MEM 46.265625 1578676104.8418
MEM 51.097656 1578676104.9441
MEM 56.925781 1578676105.0472
MEM 61.324219 1578676105.1504
MEM 64.570312 1578676105.2513
MEM 67.777344 1578676105.3519
MEM 69.476562 1578676105.4521
MEM 70.945312 1578676105.5553
MEM 76.445312 1578676105.6579
MEM 78.515625 1578676105.7632
MEM 82.472656 1578676105.8684
MEM 85.992188 1578676105.9691
MEM 90.015625 1578676106.0694
MEM 94.128906 1578676106.1700
MEM 97.679688 1578676106.2707
MEM 99.917969 1578676106.3722
MEM 102.324219 1578676106.4735
MEM 108.609375 1578676106.5738
MEM 134.652344 1578676106.6768
MEM 142.562500 1578676106.7819
MEM 136.953125 1578676106.8847
MEM 154.312500 1578676106.9875
MEM 149.253906 1578676107.0886
MEM 131.113281 1578676107.1917
MEM 131.675781 1578676107.2937
MEM 95.992188 1578676107.3960
