CMDLINE /Users/parkerreid/QMHEP/bin/python3 6-TestLinearQUBO.py
MEM 0.308594 1578681510.8977
MEM 14.925781 1578681510.9982
MEM 26.453125 1578681511.1016
MEM 37.792969 1578681511.2022
MEM 45.640625 1578681511.3074
MEM 54.199219 1578681511.4116
MEM 62.546875 1578681511.5162
MEM 66.972656 1578681511.6177
MEM 69.734375 1578681511.7193
MEM 71.046875 1578681511.8196
MEM 76.933594 1578681511.9199
MEM 80.656250 1578681512.0238
MEM 86.101562 1578681512.1245
MEM 91.671875 1578681512.2249
MEM 97.398438 1578681512.3251
MEM 101.847656 1578681512.4254
MEM 122.441406 1578681512.5259
MEM 121.023438 1578681512.6264
MEM 146.750000 1578681512.7310
MEM 174.816406 1578681512.8361
MEM 152.902344 1578681512.9388
MEM 153.890625 1578681513.0427
MEM 153.921875 1578681513.1432
MEM 153.964844 1578681513.2484
MEM 153.968750 1578681513.3513
MEM 154.011719 1578681513.4565
MEM 154.175781 1578681513.5574
MEM 154.347656 1578681513.6625
MEM 154.546875 1578681513.7657
MEM 141.113281 1578681513.8669
MEM 128.929688 1578681513.9704
MEM 128.968750 1578681514.0725
MEM 134.148438 1578681514.1731
MEM 124.226562 1578681514.2783
MEM 116.984375 1578681514.3798
MEM 117.523438 1578681514.4846
MEM 118.824219 1578681514.5848
MEM 122.210938 1578681514.6900
MEM 125.914062 1578681514.7949
MEM 133.425781 1578681514.8997
MEM 133.625000 1578681515.0049
MEM 133.808594 1578681515.1081
MEM 133.964844 1578681515.2083
MEM 134.250000 1578681515.3135
MEM 134.566406 1578681515.4144
MEM 135.132812 1578681515.5196
MEM 135.906250 1578681515.6203
MEM 136.605469 1578681515.7247
MEM 137.253906 1578681515.8280
MEM 137.253906 1578681515.9294
MEM 137.425781 1578681516.0346
FUNC hepqpr.qallse.qallse_base.sample_qubo_slices 137.2539 1578681515.9670 131.8125 1578681519.2788
FUNC hepqpr.qallse.qallse_base._create_doublets 119.6406 1578681514.6429 133.4062 1578681514.8879
FUNC hepqpr.qallse.qallse_base._create_triplets 133.4062 1578681514.8880 135.3750 1578681515.5414
FUNC hepqpr.qallse.qallse_base.to_qubo 135.7930 1578681515.5807 137.2539 1578681515.9669
MEM 137.425781 1578681516.1398
MEM 137.468750 1578681516.2407
MEM 137.550781 1578681516.3455
MEM 137.550781 1578681516.4489
MEM 137.742188 1578681516.5540
MEM 137.742188 1578681516.6592
MEM 137.742188 1578681516.7618
MEM 137.742188 1578681516.8669
MEM 137.851562 1578681516.9721
MEM 137.851562 1578681517.0737
MEM 137.851562 1578681517.1788
MEM 137.851562 1578681517.2801
MEM 136.152344 1578681517.3854
MEM 136.152344 1578681517.4878
MEM 136.152344 1578681517.5929
MEM 136.152344 1578681517.6963
MEM 132.339844 1578681517.7969
MEM 132.339844 1578681517.9012
MEM 132.339844 1578681518.0054
MEM 132.339844 1578681518.1086
MEM 132.339844 1578681518.2138
MEM 132.363281 1578681518.3154
MEM 132.441406 1578681518.4172
MEM 132.441406 1578681518.5225
MEM 132.042969 1578681518.6228
MEM 132.109375 1578681518.7235
MEM 132.109375 1578681518.8272
MEM 131.812500 1578681518.9324
MEM 131.812500 1578681519.0377
MEM 131.812500 1578681519.1428
MEM 131.812500 1578681519.2480
MEM 130.582031 1578681519.3527
MEM 111.613281 1578681519.4545
